/home/h/anaconda3/envs/pytorch6/lib/python3.9/site-packages/mmcv/__init__.py:20: UserWarning: On January 1, 2023, MMCV will release v2.0.0, in which it will remove components related to the training process and add a data transformation module. In addition, it will rename the package names mmcv to mmcv-lite and mmcv-full to mmcv. See https://github.com/open-mmlab/mmcv/blob/master/docs/en/compatibility.md for more details.
  warnings.warn(
Image size: 320

/home/h/anaconda3/envs/pytorch6/lib/python3.9/site-packages/torch/nn/functional.py:1967: UserWarning: nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.
  warnings.warn("nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.")
loading dataset refcoco into memory...
creating index...
index created.
DONE (t=5.05s)
loading dataset refcoco into memory...
creating index...
index created.
DONE (t=4.79s)
local rank None / global rank 0 successfully built train dataset.
lavt
Initializing Multi-modal Swin Transformer weights from ./pretrained_weights/swin_small_patch4_window7_224_22k.pth
Epoch: [0]  [   0/3533]  eta: 2:56:45  lr: 4.999957543144421e-05  loss: 1.0952 (1.0952)  time: 3.0018  data: 0.7052  max mem: 8763
Epoch: [0]  [  10/3533]  eta: 2:21:44  lr: 4.9995329723853796e-05  loss: 1.0280 (1.0343)  time: 2.4139  data: 0.3706  max mem: 11352
Epoch: [0]  [  20/3533]  eta: 2:20:09  lr: 4.9991083976201416e-05  loss: 0.9811 (0.9950)  time: 2.3633  data: 0.3396  max mem: 11358
Epoch: [0]  [  30/3533]  eta: 2:18:03  lr: 4.99868381884829e-05  loss: 0.8711 (0.9480)  time: 2.3377  data: 0.3288  max mem: 11358
Epoch: [0]  [  40/3533]  eta: 2:17:26  lr: 4.9982592360694096e-05  loss: 0.8099 (0.9073)  time: 2.3263  data: 0.3232  max mem: 11358
Epoch: [0]  [  50/3533]  eta: 2:16:15  lr: 4.9978346492830855e-05  loss: 0.7629 (0.8771)  time: 2.3204  data: 0.3191  max mem: 11358
Epoch: [0]  [  60/3533]  eta: 2:15:28  lr: 4.997410058488898e-05  loss: 0.7251 (0.8494)  time: 2.2991  data: 0.3110  max mem: 11358
Epoch: [0]  [  70/3533]  eta: 2:15:04  lr: 4.996985463686435e-05  loss: 0.6982 (0.8246)  time: 2.3228  data: 0.3204  max mem: 11358
Epoch: [0]  [  80/3533]  eta: 2:14:53  lr: 4.9965608648752783e-05  loss: 0.6277 (0.8007)  time: 2.3540  data: 0.3325  max mem: 11358
Epoch: [0]  [  90/3533]  eta: 2:14:34  lr: 4.9961362620550115e-05  loss: 0.6145 (0.7801)  time: 2.3615  data: 0.3352  max mem: 11358
Epoch: [0]  [ 100/3533]  eta: 2:14:03  lr: 4.995711655225219e-05  loss: 0.6162 (0.7682)  time: 2.3387  data: 0.3249  max mem: 11358
Epoch: [0]  [ 110/3533]  eta: 2:13:47  lr: 4.9952870443854824e-05  loss: 0.6112 (0.7526)  time: 2.3448  data: 0.3286  max mem: 11365
Epoch: [0]  [ 120/3533]  eta: 2:13:14  lr: 4.994862429535387e-05  loss: 0.5945 (0.7404)  time: 2.3395  data: 0.3272  max mem: 11365
Epoch: [0]  [ 130/3533]  eta: 2:12:54  lr: 4.9944378106745154e-05  loss: 0.6097 (0.7308)  time: 2.3347  data: 0.3241  max mem: 11368
Epoch: [0]  [ 140/3533]  eta: 2:12:40  lr: 4.994013187802452e-05  loss: 0.5936 (0.7193)  time: 2.3686  data: 0.3386  max mem: 11368
Epoch: [0]  [ 150/3533]  eta: 2:12:13  lr: 4.993588560918777e-05  loss: 0.5759 (0.7112)  time: 2.3553  data: 0.3349  max mem: 11368
Epoch: [0]  [ 160/3533]  eta: 2:11:47  lr: 4.993163930023076e-05  loss: 0.6121 (0.7065)  time: 2.3326  data: 0.3257  max mem: 11368
Epoch: [0]  [ 170/3533]  eta: 2:11:21  lr: 4.992739295114932e-05  loss: 0.5920 (0.6978)  time: 2.3330  data: 0.3252  max mem: 11383
Epoch: [0]  [ 180/3533]  eta: 2:11:04  lr: 4.9923146561939264e-05  loss: 0.5455 (0.6907)  time: 2.3559  data: 0.3357  max mem: 11383
Epoch: [0]  [ 190/3533]  eta: 2:10:42  lr: 4.9918900132596436e-05  loss: 0.5455 (0.6827)  time: 2.3663  data: 0.3391  max mem: 11383
Epoch: [0]  [ 200/3533]  eta: 2:10:21  lr: 4.991465366311666e-05  loss: 0.5223 (0.6760)  time: 2.3552  data: 0.3342  max mem: 11383
Epoch: [0]  [ 210/3533]  eta: 2:09:55  lr: 4.991040715349574e-05  loss: 0.5373 (0.6714)  time: 2.3441  data: 0.3338  max mem: 11383
Epoch: [0]  [ 220/3533]  eta: 2:09:31  lr: 4.990616060372953e-05  loss: 0.5595 (0.6665)  time: 2.3388  data: 0.3368  max mem: 11383
Epoch: [0]  [ 230/3533]  eta: 2:09:02  lr: 4.990191401381385e-05  loss: 0.5457 (0.6619)  time: 2.3254  data: 0.3331  max mem: 11383
Epoch: [0]  [ 240/3533]  eta: 2:08:30  lr: 4.9897667383744514e-05  loss: 0.5213 (0.6550)  time: 2.2946  data: 0.3213  max mem: 11383
Epoch: [0]  [ 250/3533]  eta: 2:08:02  lr: 4.9893420713517347e-05  loss: 0.5256 (0.6507)  time: 2.2942  data: 0.3222  max mem: 11383
Epoch: [0]  [ 260/3533]  eta: 2:07:35  lr: 4.988917400312817e-05  loss: 0.5513 (0.6475)  time: 2.3087  data: 0.3283  max mem: 11383
Epoch: [0]  [ 270/3533]  eta: 2:07:07  lr: 4.988492725257282e-05  loss: 0.5562 (0.6435)  time: 2.3077  data: 0.3287  max mem: 11383
Epoch: [0]  [ 280/3533]  eta: 2:06:48  lr: 4.988068046184711e-05  loss: 0.5450 (0.6409)  time: 2.3352  data: 0.3400  max mem: 11383
Epoch: [0]  [ 290/3533]  eta: 2:06:26  lr: 4.9876433630946846e-05  loss: 0.5376 (0.6376)  time: 2.3629  data: 0.3505  max mem: 11383
Epoch: [0]  [ 300/3533]  eta: 2:06:00  lr: 4.9872186759867865e-05  loss: 0.5376 (0.6350)  time: 2.3335  data: 0.3366  max mem: 11383
Epoch: [0]  [ 310/3533]  eta: 2:05:36  lr: 4.9867939848605966e-05  loss: 0.5704 (0.6329)  time: 2.3206  data: 0.3311  max mem: 11383
Epoch: [0]  [ 320/3533]  eta: 2:05:11  lr: 4.986369289715699e-05  loss: 0.5704 (0.6312)  time: 2.3274  data: 0.3355  max mem: 11383
Epoch: [0]  [ 330/3533]  eta: 2:04:48  lr: 4.985944590551673e-05  loss: 0.5300 (0.6282)  time: 2.3318  data: 0.3380  max mem: 11383
Epoch: [0]  [ 340/3533]  eta: 2:04:23  lr: 4.985519887368102e-05  loss: 0.5341 (0.6260)  time: 2.3306  data: 0.3381  max mem: 11383
